citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number,not_received_for_publication
89 FR 73559, 2024-20712,73564,https://www.federalregister.gov/documents/2024/09/11/2024-20712/investing-in-america-and-investing-in-american-workers,https://www.govinfo.gov/content/pkg/FR-2024-09-11/pdf/2024-20712.pdf,Presidential Document,Executive Order,09/11/2024,2024-09-06,73559,Investing in America and Investing in American Workers,"See: EO 11246, September 24, 1965; EO 13985, January 20, 2021; EO 14008, January 27, 2021; EO 14020, March 8, 2021; EO 14080, August 25, 2022; EO 14082, September 12, 2022; EO 14091, February 16, 2023; EO 14141, January 14, 2025",14126,""
89 FR 60791, 2024-16740,60792,https://www.federalregister.gov/documents/2024/07/29/2024-16740/establishing-an-emergency-board-to-investigate-a-dispute-between-new-jersey-transit-rail-operations,https://www.govinfo.gov/content/pkg/FR-2024-07-29/pdf/2024-16740.pdf,Presidential Document,Executive Order,07/29/2024,2024-07-24,60791,Establishing an Emergency Board To Investigate a Dispute Between New Jersey Transit Rail Operations and Its Locomotive Engineers Represented by the Brotherhood of Locomotive Engineers and Trainmen,"See: EO 14128, November 21, 2024",14125,""
89 FR 59585, 2024-16225,59589,https://www.federalregister.gov/documents/2024/07/22/2024-16225/white-house-initiative-on-advancing-educational-equity-excellence-and-economic-opportunity-through,https://www.govinfo.gov/content/pkg/FR-2024-07-22/pdf/2024-16225.pdf,Presidential Document,Executive Order,07/22/2024,2024-07-17,59585,"White House Initiative on Advancing Educational Equity, Excellence, and Economic Opportunity Through Hispanic-Serving Institutions","See: EO 14045, September 13, 2021
Revoked by: EO 14148, January 20, 2025",14124,""
89 FR 51949, 2024-13810,51953,https://www.federalregister.gov/documents/2024/06/21/2024-13810/white-house-council-on-supply-chain-resilience,https://www.govinfo.gov/content/pkg/FR-2024-06-21/pdf/2024-13810.pdf,Presidential Document,Executive Order,06/21/2024,2024-06-14,51949,White House Council on Supply Chain Resilience,"See: EO 14017, February 24, 2021
Supersedes: EO 14017, February 24, 2021 (in part)",14123,""
89 FR 27355, 2024-08332,27356,https://www.federalregister.gov/documents/2024/04/17/2024-08332/covid-19-and-public-health-preparedness-and-response,https://www.govinfo.gov/content/pkg/FR-2024-04-17/pdf/2024-08332.pdf,Presidential Document,Executive Order,04/17/2024,2024-04-12,27355,COVID-19 and Public Health Preparedness and Response,"See: EO 13987, January 20, 2021; EO 13994, January 21, 2021; EO 13996, January 21, 2021
Revokes: EO 13910, March 23, 2020; EO 13991, January 20, 2021; EO 13998, January 21, 2021",14122,""
89 FR 22327, 2024-06931,22329,https://www.federalregister.gov/documents/2024/04/01/2024-06931/recognizing-and-honoring-womens-history,https://www.govinfo.gov/content/pkg/FR-2024-04-01/pdf/2024-06931.pdf,Presidential Document,Executive Order,04/01/2024,2024-03-27,22327,Recognizing and Honoring Women's History,"See: EO 13985, January 20, 2021; EO 14020, March 8, 2021; EO 14091, February 16, 2023",14121,""
89 FR 20095, 2024-06123,20099,https://www.federalregister.gov/documents/2024/03/21/2024-06123/advancing-womens-health-research-and-innovation,https://www.govinfo.gov/content/pkg/FR-2024-03-21/pdf/2024-06123.pdf,Presidential Document,Executive Order,03/21/2024,2024-03-18,20095,Advancing Women's Health Research and Innovation,"See: EO 14110, October 30, 2023; Memo. of November 13, 2023",14120,""
89 FR 17265, 2024-05220,17270,https://www.federalregister.gov/documents/2024/03/11/2024-05220/scaling-and-expanding-the-use-of-registered-apprenticeships-in-industries-and-the-federal-government,https://www.govinfo.gov/content/pkg/FR-2024-03-11/pdf/2024-05220.pdf,Presidential Document,Executive Order,03/11/2024,2024-03-06,17265,Scaling and Expanding the Use of Registered Apprenticeships in Industries and the Federal Government and Promoting Labor-Management Forums,"Supersedes: EO 13522, December 9, 2009
Revokes: EO 13812, September 29, 2017
See: EO 14035, June 25, 2021

",14119,""
89 FR 15945, 2024-04857,15946,https://www.federalregister.gov/documents/2024/03/05/2024-04857/termination-of-emergency-with-respect-to-the-situation-in-zimbabwe,https://www.govinfo.gov/content/pkg/FR-2024-03-05/pdf/2024-04857.pdf,Presidential Document,Executive Order,03/05/2024,2024-03-04,15945,Termination of Emergency With Respect to the Situation in Zimbabwe,"Revokes: EO 13288, March 6, 2003; EO 13391, November 22, 2005; EO 13469, July 25, 2008",14118,""
89 FR 15421, 2024-04573,15430,https://www.federalregister.gov/documents/2024/03/01/2024-04573/preventing-access-to-americans-bulk-sensitive-personal-data-and-united-states-government-related,https://www.govinfo.gov/content/pkg/FR-2024-03-01/pdf/2024-04573.pdf,Presidential Document,Executive Order,03/01/2024,2024-02-28,15421,Preventing Access to Americans' Bulk Sensitive Personal Data and United States Government-Related Data by Countries of Concern,"Amends: EO 13873, May 15, 2019; EO 14034, June 9, 2021
See: EO 13694, April 1, 2015; EO 13913, April 4, 2020",14117,""
89 FR 13971, 2024-04012,13974,https://www.federalregister.gov/documents/2024/02/26/2024-04012/amending-regulations-relating-to-the-safeguarding-of-vessels-harbors-ports-and-waterfront-facilities,https://www.govinfo.gov/content/pkg/FR-2024-02-26/pdf/2024-04012.pdf,Presidential Document,Executive Order,02/26/2024,2024-02-21,13971,"Amending Regulations Relating to the Safeguarding of Vessels, Harbors, Ports, and Waterfront Facilities of the United States","See: EO 10173, October 18, 1950",14116,""
89 FR 7605, 2024-02354,7608,https://www.federalregister.gov/documents/2024/02/05/2024-02354/imposing-certain-sanctions-on-persons-undermining-peace-security-and-stability-in-the-west-bank,https://www.govinfo.gov/content/pkg/FR-2024-02-05/pdf/2024-02354.pdf,Presidential Document,Executive Order,02/05/2024,2024-02-01,7605,"Imposing Certain Sanctions on Persons Undermining Peace, Security, and Stability in the West Bank","See: Proclamation 8693, July 24, 2011
Revoked by: EO 14148, January 20, 2025",14115,""
88 FR 89259, 2023-28661,89270,https://www.federalregister.gov/documents/2023/12/26/2023-28661/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2023-12-26/pdf/2023-28661.pdf,Presidential Document,Executive Order,12/26/2023,2023-12-21,89259,Adjustments of Certain Rates of Pay," Supersedes: EO 14090, December 23, 2022",14113,""
88 FR 89271, 2023-28662,89274,https://www.federalregister.gov/documents/2023/12/26/2023-28662/taking-additional-steps-with-respect-to-the-russian-federations-harmful-activities,https://www.govinfo.gov/content/pkg/FR-2023-12-26/pdf/2023-28662.pdf,Presidential Document,Executive Order,12/26/2023,2023-12-22,89271,Taking Additional Steps With Respect to the Russian Federation's Harmful Activities,"Amends: EO 14024, May 15, 2021; EO 14068,  March 11, 2022
See: EO 14039, August 20, 2021; EO 14066, March 8, 2022; EO 14071, April 6, 2022",14114,""
88 FR 86021, 2023-27318,86025,https://www.federalregister.gov/documents/2023/12/11/2023-27318/reforming-federal-funding-and-support-for-tribal-nations-to-better-embrace-our-trust,https://www.govinfo.gov/content/pkg/FR-2023-12-11/pdf/2023-27318.pdf,Presidential Document,Executive Order,12/11/2023,2023-12-06,86021,Reforming Federal Funding and Support for Tribal Nations To Better Embrace Our Trust Responsibilities and Promote the Next Era of Tribal Self-Determination,"See: EO 14058, December 13, 2021",14112,""
88 FR 83809, 2023-26569,83812,https://www.federalregister.gov/documents/2023/12/01/2023-26569/interagency-security-committee,https://www.govinfo.gov/content/pkg/FR-2023-12-01/pdf/2023-26569.pdf,Presidential Document,Executive Order,12/01/2023,2023-11-27,83809,Interagency Security Committee,"Revokes: EO 12977, October 19, 1995
Supersedes: EO 12977,  October 19, 1995",14111,""
88 FR 75191, 2023-24283,75226,https://www.federalregister.gov/documents/2023/11/01/2023-24283/safe-secure-and-trustworthy-development-and-use-of-artificial-intelligence,https://www.govinfo.gov/content/pkg/FR-2023-11-01/pdf/2023-24283.pdf,Presidential Document,Executive Order,11/01/2023,2023-10-30,75191,"Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence","See: EO 12250, November 2, 1980; EO 12333, December 4, 1981; EO 13694, April 1, 2015; EO 13757, December 28, 2016; EO 13960, December 3, 2020; EO 13984, January 19, 2021; EO 14074, May 25, 2022; EO 14091, February 16, 2023; EO 14120, March 18, 2024; EO 14141, January 14, 2025
Revoked by: EO 14148, January 20, 2025",14110,""
88 FR 68447, 2023-22250,68450,https://www.federalregister.gov/documents/2023/10/04/2023-22250/continuance-of-certain-federal-advisory-committees-and-amendments-to-other-executive-orders,https://www.govinfo.gov/content/pkg/FR-2023-10-04/pdf/2023-22250.pdf,Presidential Document,Executive Order,10/04/2023,2023-09-29,68447,Continuance of Certain Federal Advisory Committees and Amendments to Other Executive Orders,"Amends: EO 14031, May 28, 2021; EO 14084, September 30, 2022
Supersedes: EO 14048, September 30, 2021",14109,""
88 FR 66265, 2023-21174,66268,https://www.federalregister.gov/documents/2023/09/26/2023-21174/ensuring-the-people-of-east-palestine-are-protected-now-and-in-the-future,https://www.govinfo.gov/content/pkg/FR-2023-09-26/pdf/2023-21174.pdf,Presidential Document,Executive Order,09/26/2023,2023-09-20,66265,Ensuring the People of East Palestine Are Protected Now and in the Future,"",14108,""
88 FR 62441, 2023-19798,62442,https://www.federalregister.gov/documents/2023/09/12/2023-19798/exemption-of-paul-h-maurer-from-mandatory-separation,https://www.govinfo.gov/content/pkg/FR-2023-09-12/pdf/2023-19798.pdf,Presidential Document,Executive Order,09/12/2023,2023-09-06,62441,Exemption of Paul H. Maurer From Mandatory Separation,"",14107,""
88 FR 55905, 2023-17832,55907,https://www.federalregister.gov/documents/2023/08/17/2023-17832/united-states-coast-guard-officer-personnel-management,https://www.govinfo.gov/content/pkg/FR-2023-08-17/pdf/2023-17832.pdf,Presidential Document,Executive Order,08/17/2023,2023-08-14,55905,United States Coast Guard Officer Personnel Management,"",14106,""
88 FR 54867, 2023-17449,54872,https://www.federalregister.gov/documents/2023/08/11/2023-17449/addressing-united-states-investments-in-certain-national-security-technologies-and-products-in,https://www.govinfo.gov/content/pkg/FR-2023-08-11/pdf/2023-17449.pdf,Presidential Document,Executive Order,08/11/2023,2023-08-09,54867,Addressing United States Investments in Certain National Security Technologies and Products in Countries of Concern,"",14105,""
88 FR 50535, 2023-16570,50757,https://www.federalregister.gov/documents/2023/08/02/2023-16570/2023-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-2023-08-02/pdf/2023-16570.pdf,Presidential Document,Executive Order,08/02/2023,2023-07-28,50535,"2023 Amendments to the Manual for Courts-Martial, United States","See: EO 12473, April 13, 1984",14103,""
88 FR 51203, 2023-16636,51208,https://www.federalregister.gov/documents/2023/08/02/2023-16636/federal-research-and-development-in-support-of-domestic-manufacturing-and-united-states-jobs,https://www.govinfo.gov/content/pkg/FR-2023-08-02/pdf/2023-16636.pdf,Presidential Document,Executive Order,08/02/2023,2023-07-28,51203,Federal Research and Development in Support of Domestic Manufacturing and United States Jobs,"See: EO 14005, January 25, 2021",14104,""
88 FR 45807, 2023-15347,45807,https://www.federalregister.gov/documents/2023/07/18/2023-15347/ordering-the-selected-reserve-and-certain-members-of-the-individual-ready-reserve-of-the-armed,https://www.govinfo.gov/content/pkg/FR-2023-07-18/pdf/2023-15347.pdf,Presidential Document,Executive Order,07/18/2023,2023-07-13,45807,Ordering the Selected Reserve and Certain Members of the Individual Ready Reserve of the Armed Forces to Active Duty,"",14102,""
88 FR 41815, 2023-13889,41818,https://www.federalregister.gov/documents/2023/06/28/2023-13889/strengthening-access-to-affordable-high-quality-contraception-and-family-planning-services,https://www.govinfo.gov/content/pkg/FR-2023-06-28/pdf/2023-13889.pdf,Presidential Document,Executive Order,06/28/2023,2023-06-23,41815,"Strengthening Access to Affordable, High-Quality Contraception and Family Planning Services","See: EO 14076, July 8, 2022; EO 14079, August 13, 2022",14101,""
88 FR 39111, 2023-12974,39116,https://www.federalregister.gov/documents/2023/06/15/2023-12974/advancing-economic-security-for-military-and-veteran-spouses-military-caregivers-and-survivors,https://www.govinfo.gov/content/pkg/FR-2023-06-15/pdf/2023-12974.pdf,Presidential Document,Executive Order,06/15/2023,2023-06-09,39111,"Advancing Economic Security for Military and Veteran Spouses, Military Caregivers, and Survivors","See: EO 13562, December 27, 2010; EO 13583, August 18, 2011; EO 13832, May 9, 2018; EO 14035, June 25, 2021; EO 14091, February 16, 2023",14100,""
88 FR 30891, 2023-10407,30892,https://www.federalregister.gov/documents/2023/05/15/2023-10407/moving-beyond-covid-19-vaccination-requirements-for-federal-workers,https://www.govinfo.gov/content/pkg/FR-2023-05-15/pdf/2023-10407.pdf,Presidential Document,Executive Order,05/15/2023,2023-05-09,30891,Moving Beyond COVID-19 Vaccination Requirements for Federal Workers,"Revokes: EO 14043, September 9, 2021; EO 14042, September 9, 2021
Revoked by: EO 14148, January 20, 2025",14099,""
88 FR 29529, 2023-09826,29533,https://www.federalregister.gov/documents/2023/05/05/2023-09826/imposing-sanctions-on-certain-persons-destabilizing-sudan-and-undermining-the-goal-of-a-democratic,https://www.govinfo.gov/content/pkg/FR-2023-05-05/pdf/2023-09826.pdf,Presidential Document,Executive Order,05/05/2023,2023-05-04,29529,Imposing Sanctions on Certain Persons Destabilizing Sudan and Undermining the Goal of a Democratic Transition,"See: EO 13067, November 3, 1997; EO 13400, April 26, 2006; Proc. 8693 of July 24, 2011; EO 13761, January 13, 2017; EO 13804, January 11, 2017",14098,""
88 FR 26471, 2023-09318,26472,https://www.federalregister.gov/documents/2023/05/01/2023-09318/authority-to-order-the-ready-reserve-of-the-armed-forces-to-active-duty-to-address-international,https://www.govinfo.gov/content/pkg/FR-2023-05-01/pdf/2023-09318.pdf,Presidential Document,Executive Order,05/01/2023,2023-04-27,26471,Authority To Order the Ready Reserve of the Armed Forces to Active Duty To Address International Drug Trafficking,"See: EO 14059, December 15, 2021",14097,""
88 FR 25251, 2023-08955,25261,https://www.federalregister.gov/documents/2023/04/26/2023-08955/revitalizing-our-nations-commitment-to-environmental-justice-for-all,https://www.govinfo.gov/content/pkg/FR-2023-04-26/pdf/2023-08955.pdf,Presidential Document,Executive Order,04/26/2023,2023-04-21,25251,Revitalizing Our Nation's Commitment to Environmental Justice for All,"See: EO 12250, November 2, 1980; EO 12975, October 3, 1995; EO 13007, May 24, 1996; EO 13175, November 6, 2000; EO 13985, January 20, 2021; EO 13990, January 20, 2021; Memo. of January 26, 2021; EO 14008, January 27, 2021; EO 14052, November 15, 2021; EO 14057, December 8, 2021; EO 14082, September 12, 2022; Memo. of November 30, 2022; EO 14091, February 16, 2023
Amends: EO 12898, February 11, 1994
Revoked by: EO 14148, January 20, 2025; EO 14154, January 20, 2025",14096,""
88 FR 24669, 2023-08659,24676,https://www.federalregister.gov/documents/2023/04/21/2023-08659/increasing-access-to-high-quality-care-and-supporting-caregivers,https://www.govinfo.gov/content/pkg/FR-2023-04-21/pdf/2023-08659.pdf,Presidential Document,Executive Order,04/21/2023,2023-04-18,24669,Increasing Access to High-Quality Care and Supporting Caregivers,"",14095,""
88 FR 21879, 2023-07760,21881,https://www.federalregister.gov/documents/2023/04/11/2023-07760/modernizing-regulatory-review,https://www.govinfo.gov/content/pkg/FR-2023-04-11/pdf/2023-07760.pdf,Presidential Document,Executive Order,04/11/2023,2023-04-06,21879,Modernizing Regulatory Review,"See: EO 12866, September 30, 1993;  EO 13563, January 18, 2021; Memo. of January 20, 2021
Revoked by: EO 14148, January 20, 2025",14094,""
